Ccode,Dcode,CharterNum,Scode,cds_code,County,District,School
01,61168,0000,0000000,01611680000000,Alameda,EMERY UNIFIED,EMERY UNIFIED
01,61168,0000,0132746,01611680132746,Alameda,EMERY UNIFIED,EMERY SECONDARY
01,61168,0000,6090492,01611686090492,Alameda,EMERY UNIFIED,ANNA YATES ELEMENTARY
01,61176,0000,0000000,01611760000000,Alameda,FREMONT UNIFIED,FREMONT UNIFIED
01,61176,0000,0130062,01611760130062,Alameda,FREMONT UNIFIED,AMERICAN HIGH
01,61176,0000,0130534,01611760130534,Alameda,FREMONT UNIFIED,CIRCLE OF INDEPENDENT LEARNING
01,61176,0000,0134270,01611760134270,Alameda,FREMONT UNIFIED,IRVINGTON HIGH
01,61176,0000,0134452,01611760134452,Alameda,FREMONT UNIFIED,JOHN F. KENNEDY HIGH
01,61176,0000,0135244,01611760135244,Alameda,FREMONT UNIFIED,MISSION SAN JOSE HIGH
01,61176,0000,0138693,01611760138693,Alameda,FREMONT UNIFIED,WASHINGTON HIGH
01,61176,0000,6000541,01611766000541,Alameda,FREMONT UNIFIED,JOHN BLACOW ELEMENTARY
01,61176,0000,6000558,01611766000558,Alameda,FREMONT UNIFIED,BRIER ELEMENTARY
01,61176,0000,6000566,01611766000566,Alameda,FREMONT UNIFIED,CABRILLO ELEMENTARY
01,61176,0000,6000590,01611766000590,Alameda,FREMONT UNIFIED,E. M. GRIMMER ELEMENTARY
01,61176,0000,6000624,01611766000624,Alameda,FREMONT UNIFIED,GLENMOOR ELEMENTARY
01,61176,0000,6000640,01611766000640,Alameda,FREMONT UNIFIED,HARVEY GREEN ELEMENTARY
01,61176,0000,6000665,01611766000665,Alameda,FREMONT UNIFIED,J. HALEY DURHAM ELEMENTARY
01,61176,0000,6000681,01611766000681,Alameda,FREMONT UNIFIED,JOSEPH AZEVADA ELEMENTARY
01,61176,0000,6000715,01611766000715,Alameda,FREMONT UNIFIED,TOM MALONEY ELEMENTARY
01,61176,0000,6000723,01611766000723,Alameda,FREMONT UNIFIED,JOHN G. MATTOS ELEMENTARY
01,61176,0000,6000749,01611766000749,Alameda,FREMONT UNIFIED,MISSION VALLEY ELEMENTARY
01,61176,0000,6000756,01611766000756,Alameda,FREMONT UNIFIED,NILES ELEMENTARY
01,61176,0000,6000764,01611766000764,Alameda,FREMONT UNIFIED,O. N. HIRSCH ELEMENTARY
01,61176,0000,6000798,01611766000798,Alameda,FREMONT UNIFIED,PARKMONT ELEMENTARY
01,61176,0000,6000806,01611766000806,Alameda,FREMONT UNIFIED,PATTERSON ELEMENTARY
01,61176,0000,6000830,01611766000830,Alameda,FREMONT UNIFIED,VALLEJO MILL ELEMENTARY
01,61176,0000,6000848,01611766000848,Alameda,FREMONT UNIFIED,WARM SPRINGS ELEMENTARY
01,61176,0000,6056873,01611766056873,Alameda,FREMONT UNIFIED,CENTERVILLE JUNIOR HIGH
01,61176,0000,6056881,01611766056881,Alameda,FREMONT UNIFIED,G. M. WALTERS JUNIOR HIGH
01,61176,0000,6056907,01611766056907,Alameda,FREMONT UNIFIED,JOHN M. HORNER JUNIOR HIGH
01,61176,0000,6056915,01611766056915,Alameda,FREMONT UNIFIED,THORNTON JUNIOR HIGH
01,61176,0000,6056923,01611766056923,Alameda,FREMONT UNIFIED,WILLIAM HOPKINS JUNIOR HIGH
01,61176,0000,6066468,01611766066468,Alameda,FREMONT UNIFIED,JOHN GOMES ELEMENTARY
01,61176,0000,6089320,01611766089320,Alameda,FREMONT UNIFIED,BROOKVALE ELEMENTARY
01,61176,0000,6089619,01611766089619,Alameda,FREMONT UNIFIED,WARWICK ELEMENTARY
01,61176,0000,6090526,01611766090526,Alameda,FREMONT UNIFIED,JOSHUA CHADBOURNE ELEMENTARY
01,61176,0000,6090534,01611766090534,Alameda,FREMONT UNIFIED,MISSION SAN JOSE ELEMENTARY
