name,length,resolved_type,has_codes,count,ints,floats,strs,nones,datetimes,dates,times,strvals
Level,1,<type 'int'>,False,5001,5001,0,0,0,0,0,0,
SubGrp,2,<type 'int'>,False,5001,5001,0,0,0,0,0,0,
RptType,1,<type 'int'>,False,5001,5001,0,0,0,0,0,0,
Line_num,1,<type 'int'>,False,5001,5001,0,0,0,0,0,0,
Ccode,2,<type 'int'>,False,5001,5001,0,0,0,0,0,0,
Dcode,5,<type 'int'>,False,5001,5001,0,0,0,0,0,0,
Scode,7,<type 'int'>,False,5001,5001,0,0,0,0,0,0,
cds_code,14,<type 'int'>,False,5001,5001,0,0,0,0,0,0,
Gr05_Stu,6,<type 'int'>,True,5001,4798,0,203,0,0,0,0,*
Gr5PctIn,5,<type 'float'>,True,5001,787,3750,464,0,0,0,0,*
Gr5PctNotIn,5,<type 'float'>,True,5001,1426,2845,435,295,0,0,0,*
Gr07_Stu,6,<type 'int'>,True,5001,4763,0,238,0,0,0,0,*
Gr7PctIn,5,<type 'float'>,True,5001,820,3650,531,0,0,0,0,*
Gr7PctNotIn,5,<type 'float'>,True,5001,1468,2741,497,295,0,0,0,*
Gr09_Stu,6,<type 'int'>,True,5001,4735,0,266,0,0,0,0,*
Gr9PctIn,5,<type 'float'>,True,5001,961,3440,600,0,0,0,0,*
Gr9PctNotIn,5,<type 'float'>,True,5001,1540,2604,562,295,0,0,0,*
